M_star,M_gas,gamma,R_c,T_m1,T_a1,q,incl,f_freeze,f_dissoc,f_1-0_12co,f_2-1_12co,f_3-2_12co,f_1-0_13co,f_2-1_13co,f_3-2_13co,f_1-0_c18o,f_2-1_c18o,f_3-2_c18o,f_1-0_c18o_low,f_2-1_c18o_low,f_3-2_c18o_low
0.5,3.00E-03,0,100,100,500,0.45,0,0.412,0.085,1.727,8.004,18.434,0.321,2.22,6.042,0.077,0.687,1.992,0.029,0.3,0.913
0.5,3.00E-03,0,100,100,500,0.45,45,0.412,0.085,1.841,8.234,18.654,0.363,2.588,6.971,0.081,0.751,2.234,0.031,0.317,0.977
0.5,3.00E-03,0,100,100,500,0.45,90,0.412,0.085,0.959,3.862,8.382,0.284,1.9,4.945,0.073,0.639,1.898,0.029,0.289,0.889
0.5,3.00E-03,0,100,100,750,0.45,0,0.286,0.08,3.02,15.151,36.437,0.374,2.998,9.147,0.078,0.782,2.508,0.029,0.32,1.069
0.5,3.00E-03,0,100,100,750,0.45,45,0.286,0.08,3.258,15.701,37.111,0.414,3.45,10.508,0.082,0.838,2.753,0.03,0.334,1.126
0.5,3.00E-03,0,100,100,750,0.45,90,0.286,0.08,2.236,9.741,22.025,0.346,2.882,8.77,0.075,0.745,2.48,0.029,0.312,1.058
0.5,3.00E-03,0,100,100,1000,0.45,0,0.207,0.079,4.187,22.61,55.933,0.377,3.332,10.951,0.072,0.773,2.649,0.026,0.303,1.075
0.5,3.00E-03,0,100,100,1000,0.45,45,0.207,0.079,4.684,24.495,59.857,0.409,3.785,12.56,0.075,0.815,2.854,0.027,0.314,1.12
0.5,3.00E-03,0,100,100,1000,0.45,90,0.207,0.079,3.875,18.789,44.083,0.353,3.334,11.287,0.07,0.741,2.641,0.026,0.297,1.067
0.5,3.00E-03,0,100,100,1500,0.45,0,0.115,0.078,5.982,37.106,96.385,0.345,3.422,12.296,0.059,0.687,2.541,0.021,0.256,0.969
0.5,3.00E-03,0,100,100,1500,0.45,45,0.115,0.078,7.008,44.551,118.085,0.364,3.78,13.866,0.061,0.71,2.665,0.021,0.263,0.996
0.5,3.00E-03,0,100,100,1500,0.45,90,0.115,0.078,6.981,45.818,121.345,0.321,3.46,13.192,0.057,0.656,2.516,0.021,0.25,0.958
0.5,3.00E-03,0,200,100,500,0.45,0,0.528,0.225,2.491,11.848,27.002,0.341,2.644,6.965,0.056,0.585,1.746,0.019,0.213,0.657
0.5,3.00E-03,0,200,100,500,0.45,45,0.528,0.225,2.655,11.943,26.635,0.361,2.914,7.818,0.059,0.616,1.844,0.02,0.224,0.689
0.5,3.00E-03,0,200,100,500,0.45,90,0.528,0.225,1.082,4.284,9.119,0.293,2.041,5.206,0.056,0.558,1.644,0.02,0.216,0.658
0.5,3.00E-03,0,200,100,750,0.45,0,0.377,0.226,4.658,24.048,57.584,0.423,3.769,11.193,0.065,0.738,2.454,0.022,0.262,0.894
0.5,3.00E-03,0,200,100,750,0.45,45,0.377,0.226,4.888,24.173,56.947,0.445,4.137,12.59,0.068,0.771,2.568,0.023,0.273,0.928
0.5,3.00E-03,0,200,100,750,0.45,90,0.377,0.226,2.899,12.479,27.828,0.387,3.38,10.205,0.066,0.722,2.398,0.023,0.266,0.902
0.5,3.00E-03,0,200,100,1000,0.45,0,0.284,0.232,6.53,36.967,92.51,0.428,4.242,13.72,0.062,0.751,2.675,0.021,0.262,0.953
0.5,3.00E-03,0,200,100,1000,0.45,45,0.284,0.232,7.065,38.339,94.012,0.447,4.598,15.287,0.065,0.779,2.78,0.022,0.272,0.983
0.5,3.00E-03,0,200,100,1000,0.45,90,0.284,0.232,5.413,26.306,61.299,0.404,4.023,13.54,0.064,0.746,2.663,0.022,0.267,0.967
0.5,3.00E-03,0,200,100,1500,0.45,0,0.174,0.229,8.892,60.745,164.033,0.377,4.238,15.293,0.052,0.667,2.578,0.018,0.229,0.895
0.5,3.00E-03,0,200,100,1500,0.45,45,0.174,0.229,10.28,70.96,192.064,0.389,4.494,16.647,0.054,0.687,2.653,0.018,0.235,0.916
0.5,3.00E-03,0,200,100,1500,0.45,90,0.174,0.229,10.088,70.857,187.912,0.361,4.135,15.761,0.053,0.665,2.583,0.018,0.232,0.905
0.5,1.00E-02,0,30,100,500,0.45,0,0.039,0.003,0.744,3.32,7.68,0.246,1.452,3.731,0.095,0.671,1.91,0.053,0.39,1.155
0.5,1.00E-02,0,30,100,500,0.45,45,0.039,0.003,0.806,3.535,8.106,0.285,1.652,4.198,0.111,0.782,2.219,0.062,0.457,1.351
0.5,1.00E-02,0,30,100,500,0.45,90,0.039,0.003,0.537,2.199,4.88,0.228,1.271,3.163,0.094,0.647,1.807,0.054,0.392,1.151
0.5,1.00E-02,0,30,100,750,0.45,0,0.029,0.003,1.275,5.925,14.067,0.326,2.226,6.131,0.104,0.845,2.661,0.055,0.446,1.449
0.5,1.00E-02,0,30,100,750,0.45,45,0.029,0.003,1.424,6.549,15.444,0.371,2.52,6.928,0.118,0.963,3.045,0.061,0.507,1.653
0.5,1.00E-02,0,30,100,750,0.45,90,0.029,0.003,1.11,4.857,11.127,0.316,2.084,5.666,0.104,0.843,2.641,0.054,0.452,1.481
0.5,1.00E-02,0,30,100,1000,0.45,0,0.024,0.003,1.822,8.769,21.197,0.367,2.808,8.235,0.104,0.919,3.088,0.053,0.456,1.565
0.5,1.00E-02,0,30,100,1000,0.45,45,0.024,0.003,2.098,10.071,24.263,0.413,3.18,9.375,0.116,1.028,3.493,0.057,0.508,1.753
0.5,1.00E-02,0,30,100,1000,0.45,90,0.024,0.003,1.807,8.53,20.158,0.366,2.769,8.083,0.103,0.928,3.159,0.051,0.461,1.614
0.5,1.00E-02,0,30,100,1500,0.45,0,0.018,0.004,2.89,14.743,36.649,0.39,3.464,11.279,0.097,0.929,3.381,0.047,0.431,1.568
0.5,1.00E-02,0,30,100,1500,0.45,45,0.018,0.004,3.473,18.389,46.598,0.428,3.916,12.958,0.104,1.012,3.741,0.049,0.466,1.708
0.5,1.00E-02,0,30,100,1500,0.45,90,0.018,0.004,3.4,18.917,48.713,0.392,3.644,12.052,0.093,0.934,3.518,0.044,0.427,1.607
0.5,1.00E-02,0,60,100,500,0.45,0,0.237,0.012,1.525,6.839,15.683,0.451,2.78,7.158,0.155,1.134,3.247,0.08,0.621,1.809
0.5,1.00E-02,0,60,100,500,0.45,45,0.237,0.012,1.672,7.275,16.462,0.53,3.221,8.197,0.178,1.34,3.833,0.087,0.717,2.126
0.5,1.00E-02,0,60,100,500,0.45,90,0.237,0.012,1.06,4.316,9.477,0.416,2.434,6.04,0.148,1.097,3.134,0.075,0.607,1.816
0.5,1.00E-02,0,60,100,750,0.45,0,0.147,0.013,2.708,12.643,29.825,0.579,4.173,11.767,0.168,1.395,4.425,0.08,0.7,2.239
0.5,1.00E-02,0,60,100,750,0.45,45,0.147,0.013,3.024,13.852,32.41,0.666,4.818,13.567,0.187,1.606,5.128,0.085,0.784,2.561
0.5,1.00E-02,0,60,100,750,0.45,90,0.147,0.013,2.348,10.182,23.136,0.566,4.067,11.329,0.16,1.398,4.52,0.076,0.691,2.303
0.5,1.00E-02,0,60,100,1000,0.45,0,0.099,0.012,3.88,18.826,45.371,0.63,5.098,15.489,0.164,1.475,4.999,0.075,0.701,2.375
0.5,1.00E-02,0,60,100,1000,0.45,45,0.099,0.012,4.497,21.774,52.283,0.713,5.878,18.007,0.178,1.664,5.705,0.078,0.767,2.658
0.5,1.00E-02,0,60,100,1000,0.45,90,0.099,0.012,4.074,19.35,45.58,0.63,5.281,16.195,0.156,1.492,5.23,0.07,0.689,2.451
0.5,1.00E-02,0,60,100,1500,0.45,0,0.056,0.012,6.085,31.666,78.839,0.636,5.947,20.204,0.147,1.438,5.249,0.063,0.643,2.321
0.5,1.00E-02,0,60,100,1500,0.45,45,0.056,0.012,7.666,42.911,110.575,0.701,6.789,23.628,0.154,1.573,5.84,0.065,0.681,2.513
0.5,1.00E-02,0,60,100,1500,0.45,90,0.056,0.012,8.109,48.032,125.266,0.637,6.481,23.045,0.136,1.438,5.527,0.058,0.618,2.358
0.5,1.00E-02,0,100,100,500,0.45,0,0.412,0.027,2.54,11.24,25.475,0.668,4.258,10.996,0.205,1.589,4.48,0.09,0.806,2.356
0.5,1.00E-02,0,100,100,500,0.45,45,0.412,0.027,2.785,11.958,26.68,0.791,5.002,12.728,0.224,1.841,5.291,0.095,0.886,2.663
0.5,1.00E-02,0,100,100,500,0.45,90,0.412,0.027,1.66,6.686,14.498,0.614,3.71,9.16,0.189,1.508,4.343,0.086,0.764,2.307
0.5,1.00E-02,0,100,100,750,0.45,0,0.286,0.029,4.513,21.189,49.721,0.838,6.316,18.074,0.219,1.927,6.047,0.09,0.905,2.923
0.5,1.00E-02,0,100,100,750,0.45,45,0.286,0.029,5.075,23.23,54.013,0.973,7.375,21.079,0.235,2.187,7.028,0.094,0.974,3.232
0.5,1.00E-02,0,100,100,750,0.45,90,0.286,0.029,3.92,16.922,38.223,0.82,6.26,17.787,0.205,1.901,6.227,0.087,0.871,2.934
0.5,1.00E-02,0,100,100,1000,0.45,0,0.207,0.029,6.538,31.931,76.604,0.897,7.561,23.478,0.21,2.014,6.773,0.083,0.893,3.079
0.5,1.00E-02,0,100,100,1000,0.45,45,0.207,0.029,7.633,37.189,89.03,1.022,8.8,27.577,0.221,2.235,7.719,0.086,0.946,3.336
0.5,1.00E-02,0,100,100,1000,0.45,90,0.207,0.029,7.149,34.21,80.474,0.895,7.993,25.405,0.198,2.001,7.099,0.08,0.863,3.102
0.5,1.00E-02,0,100,100,1500,0.45,0,0.115,0.029,10.238,54.245,134.829,0.882,8.508,29.601,0.18,1.919,7.001,0.068,0.792,2.946
0.5,1.00E-02,0,100,100,1500,0.45,45,0.115,0.029,13.241,76.397,197.039,0.973,9.771,34.885,0.186,2.059,7.716,0.07,0.821,3.103
0.5,1.00E-02,0,100,100,1500,0.45,90,0.115,0.029,14.585,87.962,226.28,0.876,9.368,34.682,0.169,1.885,7.311,0.065,0.76,2.94
0.5,1.00E-02,0,200,100,500,0.45,0,0.528,0.089,4.6,20.279,45.156,1.011,6.667,17.072,0.219,2.064,5.903,0.079,0.847,2.578
0.5,1.00E-02,0,200,100,500,0.45,45,0.528,0.089,5.042,21.476,47.198,1.133,7.829,19.978,0.231,2.229,6.51,0.084,0.893,2.736
0.5,1.00E-02,0,200,100,500,0.45,90,0.528,0.089,2.631,10.507,22.465,0.889,5.627,13.775,0.212,1.919,5.543,0.081,0.829,2.519
0.5,1.00E-02,0,200,100,750,0.45,0,0.377,0.091,8.535,40.021,93.051,1.278,9.913,28.64,0.246,2.587,8.285,0.087,1.012,3.421
0.5,1.00E-02,0,200,100,750,0.45,45,0.377,0.091,9.517,43.408,99.582,1.421,11.705,33.959,0.258,2.767,9.076,0.091,1.057,3.596
0.5,1.00E-02,0,200,100,750,0.45,90,0.377,0.091,7.057,30.191,67.387,1.214,9.945,28.842,0.241,2.503,8.268,0.089,1.001,3.412
0.5,1.00E-02,0,200,100,1000,0.45,0,0.284,0.091,12.376,61.713,147.893,1.344,11.732,36.898,0.236,2.67,9.255,0.082,1.004,3.638
0.5,1.00E-02,0,200,100,1000,0.45,45,0.284,0.091,14.718,72.768,173.262,1.467,13.719,43.922,0.244,2.821,9.989,0.085,1.041,3.789
0.5,1.00E-02,0,200,100,1000,0.45,90,0.284,0.091,13.905,66.835,156.036,1.308,12.529,41.192,0.234,2.631,9.425,0.084,1.005,3.668
0.5,1.00E-02,0,200,100,1500,0.45,0,0.174,0.088,18.792,105.251,263.26,1.242,12.57,44.245,0.195,2.413,9.187,0.067,0.869,3.403
0.5,1.00E-02,0,200,100,1500,0.45,45,0.174,0.088,24.601,145.09,369.194,1.32,14.314,52.23,0.201,2.51,9.696,0.069,0.894,3.507
0.5,1.00E-02,0,200,100,1500,0.45,90,0.174,0.088,27.351,163.234,406.715,1.209,13.661,52.029,0.194,2.384,9.361,0.068,0.869,3.43
1,1.00E-04,0,30,100,500,0.45,0,0.052,0.135,0.152,0.837,2.095,0.023,0.15,0.411,0.005,0.048,0.137,0.002,0.019,0.059
1,1.00E-04,0,30,100,500,0.45,45,0.052,0.135,0.158,0.825,2.014,0.023,0.164,0.458,0.005,0.047,0.138,0.002,0.019,0.058
1,1.00E-04,0,30,100,500,0.45,90,0.052,0.135,0.089,0.378,0.836,0.019,0.128,0.354,0.004,0.04,0.117,0.002,0.017,0.052
1,1.00E-04,0,30,100,750,0.45,0,0.042,0.169,0.214,1.399,3.812,0.022,0.16,0.475,0.004,0.043,0.132,0.001,0.016,0.053
1,1.00E-04,0,30,100,750,0.45,45,0.042,0.169,0.222,1.386,3.668,0.022,0.17,0.517,0.004,0.042,0.131,0.001,0.016,0.052
1,1.00E-04,0,30,100,750,0.45,90,0.042,0.169,0.15,0.747,1.731,0.018,0.14,0.433,0.004,0.036,0.114,0.001,0.015,0.047
1,1.00E-04,0,30,100,1000,0.45,0,0.036,0.164,0.253,1.861,5.429,0.02,0.16,0.495,0.003,0.038,0.122,0.001,0.014,0.047
1,1.00E-04,0,30,100,1000,0.45,45,0.036,0.164,0.264,1.875,5.318,0.02,0.165,0.528,0.003,0.037,0.121,0.001,0.014,0.046
1,1.00E-04,0,30,100,1000,0.45,90,0.036,0.164,0.198,1.177,2.889,0.016,0.139,0.458,0.003,0.033,0.107,0.001,0.013,0.043
1,1.00E-04,0,30,100,1500,0.45,0,0.028,0.169,0.274,2.345,7.646,0.017,0.147,0.474,0.003,0.03,0.103,0.001,0.011,0.038
1,1.00E-04,0,30,100,1500,0.45,45,0.028,0.169,0.283,2.412,7.728,0.016,0.146,0.49,0.003,0.03,0.101,0.001,0.011,0.037
1,1.00E-04,0,30,100,1500,0.45,90,0.028,0.169,0.236,1.869,5.398,0.013,0.124,0.434,0.002,0.026,0.091,0.001,0.01,0.035
1,1.00E-04,0,60,100,500,0.45,0,0.164,0.394,0.132,0.678,1.627,0.018,0.137,0.35,0.003,0.03,0.085,0.001,0.011,0.031
1,1.00E-04,0,60,100,500,0.45,45,0.164,0.394,0.137,0.67,1.567,0.018,0.138,0.364,0.003,0.029,0.085,0.001,0.011,0.031
1,1.00E-04,0,60,100,500,0.45,90,0.164,0.394,0.059,0.237,0.506,0.014,0.098,0.252,0.003,0.026,0.074,0.001,0.01,0.029
1,1.00E-04,0,60,100,750,0.45,0,0.117,0.414,0.205,1.294,3.501,0.018,0.153,0.434,0.003,0.029,0.089,0.001,0.01,0.032
1,1.00E-04,0,60,100,750,0.45,45,0.117,0.414,0.209,1.253,3.31,0.017,0.152,0.443,0.003,0.028,0.088,0.001,0.01,0.032
1,1.00E-04,0,60,100,750,0.45,90,0.117,0.414,0.116,0.547,1.258,0.014,0.119,0.347,0.002,0.026,0.08,0.001,0.009,0.03
1,1.00E-04,0,60,100,1000,0.45,0,0.097,0.425,0.255,1.83,5.369,0.016,0.155,0.472,0.002,0.026,0.087,0.001,0.009,0.03
1,1.00E-04,0,60,100,1000,0.45,45,0.097,0.425,0.26,1.789,5.138,0.016,0.152,0.474,0.002,0.026,0.086,0.001,0.009,0.03
1,1.00E-04,0,60,100,1000,0.45,90,0.097,0.425,0.166,0.931,2.294,0.014,0.124,0.391,0.002,0.024,0.079,0.001,0.009,0.029
1,1.00E-04,0,60,100,1500,0.45,0,0.077,0.442,0.286,2.356,7.66,0.014,0.143,0.464,0.002,0.022,0.076,0.001,0.008,0.026
1,1.00E-04,0,60,100,1500,0.45,45,0.077,0.442,0.289,2.311,7.429,0.014,0.139,0.457,0.002,0.022,0.075,0.001,0.008,0.026
1,1.00E-04,0,60,100,1500,0.45,90,0.077,0.442,0.214,1.573,4.519,0.012,0.118,0.395,0.002,0.021,0.071,0.001,0.007,0.025
1,1.00E-04,0,100,100,500,0.45,0,0.336,0.883,0.048,0.199,0.426,0.006,0.051,0.128,0.001,0.008,0.023,0,0.003,0.008
1,1.00E-04,0,100,100,500,0.45,45,0.336,0.883,0.05,0.207,0.436,0.006,0.049,0.121,0.001,0.009,0.023,0,0.003,0.008
1,1.00E-04,0,100,100,500,0.45,90,0.336,0.883,0.019,0.071,0.146,0.005,0.033,0.078,0.001,0.008,0.02,0,0.003,0.008
1,1.00E-04,0,100,100,750,0.45,0,0.197,0.896,0.08,0.405,0.956,0.007,0.062,0.168,0.001,0.01,0.028,0,0.003,0.01
1,1.00E-04,0,100,100,750,0.45,45,0.197,0.896,0.082,0.399,0.915,0.007,0.06,0.162,0.001,0.01,0.028,0,0.003,0.01
1,1.00E-04,0,100,100,750,0.45,90,0.197,0.896,0.035,0.14,0.295,0.006,0.045,0.118,0.001,0.009,0.025,0,0.003,0.009
1,1.00E-04,0,100,100,1000,0.45,0,0.143,0.904,0.1,0.558,1.408,0.006,0.064,0.181,0.001,0.009,0.028,0,0.003,0.01
1,1.00E-04,0,100,100,1000,0.45,45,0.143,0.904,0.102,0.548,1.342,0.006,0.062,0.174,0.001,0.009,0.028,0,0.003,0.01
1,1.00E-04,0,100,100,1000,0.45,90,0.143,0.904,0.046,0.197,0.43,0.006,0.048,0.133,0.001,0.009,0.026,0,0.003,0.009
1,1.00E-04,0,100,100,1500,0.45,0,0.092,0.785,0.148,0.976,2.813,0.006,0.068,0.209,0.001,0.01,0.03,0,0.003,0.01
1,1.00E-04,0,100,100,1500,0.45,45,0.092,0.785,0.148,0.944,2.644,0.006,0.067,0.203,0.001,0.01,0.03,0,0.003,0.01
1,1.00E-04,0,100,100,1500,0.45,90,0.092,0.785,0.079,0.431,1.059,0.006,0.055,0.166,0.001,0.009,0.028,0,0.003,0.01
1,1.00E-04,0,200,100,500,0.45,0,0.559,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1.00E-04,0,200,100,500,0.45,45,0.559,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1.00E-04,0,200,100,500,0.45,90,0.559,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1.00E-04,0,200,100,750,0.45,0,0.391,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1.00E-04,0,200,100,750,0.45,45,0.391,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1.00E-04,0,200,100,750,0.45,90,0.391,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1.00E-04,0,200,100,1000,0.45,0,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1.00E-04,0,200,100,1000,0.45,45,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1.00E-04,0,200,100,1000,0.45,90,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1.00E-04,0,200,100,1500,0.45,0,0.174,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1.00E-04,0,200,100,1500,0.45,45,0.174,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1.00E-04,0,200,100,1500,0.45,90,0.174,1,0,0,0,0,0,0,0,0,0,0,0,0
1,3.00E-04,0,30,100,500,0.45,0,0.052,0.05,0.279,1.427,3.456,0.044,0.302,0.866,0.013,0.106,0.292,0.005,0.052,0.152
1,3.00E-04,0,30,100,500,0.45,45,0.052,0.05,0.29,1.421,3.382,0.048,0.337,0.963,0.013,0.11,0.319,0.005,0.052,0.154
1,3.00E-04,0,30,100,500,0.45,90,0.052,0.05,0.165,0.678,1.493,0.039,0.266,0.744,0.011,0.091,0.269,0.005,0.044,0.133
1,3.00E-04,0,30,100,750,0.45,0,0.042,0.076,0.425,2.46,6.259,0.045,0.344,1.078,0.012,0.103,0.307,0.004,0.046,0.145
1,3.00E-04,0,30,100,750,0.45,45,0.042,0.076,0.444,2.46,6.154,0.047,0.374,1.178,0.011,0.104,0.323,0.004,0.045,0.144
1,3.00E-04,0,30,100,750,0.45,90,0.042,0.076,0.299,1.368,3.115,0.039,0.313,0.989,0.01,0.088,0.282,0.004,0.04,0.128
1,3.00E-04,0,30,100,1000,0.45,0,0.036,0.08,0.522,3.383,9.035,0.043,0.346,1.147,0.01,0.095,0.298,0.004,0.04,0.132
1,3.00E-04,0,30,100,1000,0.45,45,0.036,0.08,0.549,3.431,9.005,0.044,0.37,1.236,0.01,0.094,0.305,0.004,0.039,0.131
1,3.00E-04,0,30,100,1000,0.45,90,0.036,0.08,0.411,2.154,5.094,0.036,0.317,1.078,0.008,0.08,0.27,0.003,0.035,0.117
1,3.00E-04,0,30,100,1500,0.45,0,0.028,0.071,0.62,4.821,14.129,0.038,0.327,1.142,0.008,0.081,0.269,0.003,0.032,0.112
1,3.00E-04,0,30,100,1500,0.45,45,0.028,0.071,0.66,5.063,14.636,0.038,0.34,1.207,0.008,0.079,0.268,0.003,0.032,0.109
1,3.00E-04,0,30,100,1500,0.45,90,0.028,0.071,0.561,3.888,10.284,0.031,0.298,1.091,0.007,0.068,0.239,0.003,0.028,0.099
1,3.00E-04,0,60,100,500,0.45,0,0.164,0.191,0.388,2.015,4.878,0.054,0.383,1.042,0.011,0.105,0.303,0.004,0.041,0.124
1,3.00E-04,0,60,100,500,0.45,45,0.164,0.191,0.398,1.979,4.688,0.055,0.413,1.143,0.011,0.105,0.308,0.004,0.041,0.124
1,3.00E-04,0,60,100,500,0.45,90,0.164,0.191,0.187,0.767,1.674,0.043,0.301,0.82,0.01,0.089,0.262,0.004,0.037,0.112
1,3.00E-04,0,60,100,750,0.45,0,0.117,0.193,0.606,3.662,9.538,0.056,0.45,1.344,0.01,0.104,0.327,0.003,0.039,0.126
1,3.00E-04,0,60,100,750,0.45,45,0.117,0.193,0.621,3.579,9.082,0.056,0.473,1.446,0.01,0.103,0.326,0.003,0.038,0.125
1,3.00E-04,0,60,100,750,0.45,90,0.117,0.193,0.369,1.676,3.786,0.045,0.376,1.16,0.009,0.09,0.291,0.003,0.036,0.116
1,3.00E-04,0,60,100,1000,0.45,0,0.097,0.246,0.731,5.005,13.904,0.051,0.449,1.429,0.008,0.093,0.311,0.003,0.034,0.116
1,3.00E-04,0,60,100,1000,0.45,45,0.097,0.246,0.755,4.968,13.411,0.05,0.463,1.511,0.008,0.092,0.309,0.003,0.033,0.115
1,3.00E-04,0,60,100,1000,0.45,90,0.097,0.246,0.526,2.809,6.653,0.042,0.383,1.279,0.008,0.082,0.28,0.003,0.031,0.108
1,3.00E-04,0,60,100,1500,0.45,0,0.077,0.211,0.862,6.988,21.604,0.044,0.428,1.444,0.007,0.079,0.278,0.002,0.028,0.1
1,3.00E-04,0,60,100,1500,0.45,45,0.077,0.211,0.893,7.147,21.601,0.043,0.43,1.491,0.007,0.078,0.274,0.002,0.028,0.099
1,3.00E-04,0,60,100,1500,0.45,90,0.077,0.211,0.726,5.235,14.037,0.037,0.368,1.319,0.006,0.071,0.255,0.002,0.026,0.095
1,3.00E-04,0,100,100,500,0.45,0,0.336,0.39,0.324,1.594,3.739,0.04,0.317,0.823,0.006,0.064,0.186,0.002,0.023,0.068
1,3.00E-04,0,100,100,500,0.45,45,0.336,0.39,0.338,1.586,3.625,0.04,0.322,0.853,0.006,0.064,0.185,0.002,0.023,0.068
1,3.00E-04,0,100,100,500,0.45,90,0.336,0.39,0.124,0.491,1.043,0.031,0.213,0.543,0.006,0.056,0.159,0.002,0.021,0.062
1,3.00E-04,0,100,100,750,0.45,0,0.197,0.421,0.55,3.337,8.729,0.043,0.39,1.134,0.006,0.07,0.222,0.002,0.024,0.079
1,3.00E-04,0,100,100,750,0.45,45,0.197,0.421,0.558,3.209,8.205,0.042,0.39,1.161,0.006,0.069,0.22,0.002,0.024,0.078
1,3.00E-04,0,100,100,750,0.45,90,0.197,0.421,0.275,1.239,2.792,0.035,0.299,0.882,0.006,0.063,0.2,0.002,0.023,0.074
1,3.00E-04,0,100,100,1000,0.45,0,0.143,0.414,0.709,4.892,13.78,0.041,0.411,1.287,0.006,0.067,0.227,0.002,0.023,0.079
1,3.00E-04,0,100,100,1000,0.45,45,0.143,0.414,0.718,4.722,13.017,0.041,0.407,1.298,0.006,0.067,0.224,0.002,0.023,0.078
1,3.00E-04,0,100,100,1000,0.45,90,0.143,0.414,0.429,2.239,5.305,0.035,0.331,1.059,0.006,0.062,0.209,0.002,0.022,0.076
1,3.00E-04,0,100,100,1500,0.45,0,0.092,0.473,0.856,6.904,21.682,0.037,0.398,1.339,0.005,0.06,0.213,0.002,0.02,0.073
1,3.00E-04,0,100,100,1500,0.45,45,0.092,0.473,0.869,6.775,20.929,0.036,0.39,1.329,0.005,0.06,0.21,0.002,0.02,0.072
1,3.00E-04,0,100,100,1500,0.45,90,0.092,0.473,0.63,4.403,11.871,0.033,0.335,1.156,0.005,0.057,0.202,0.002,0.02,0.071
1,3.00E-04,0,200,100,500,0.45,0,0.559,0.92,0.04,0.153,0.317,0.004,0.035,0.086,0.001,0.005,0.014,0,0.002,0.005
1,3.00E-04,0,200,100,500,0.45,45,0.559,0.92,0.039,0.158,0.323,0.004,0.033,0.08,0.001,0.005,0.014,0,0.002,0.005
1,3.00E-04,0,200,100,500,0.45,90,0.559,0.92,0.012,0.046,0.093,0.003,0.02,0.047,0,0.004,0.011,0,0.002,0.004
1,3.00E-04,0,200,100,750,0.45,0,0.391,0.938,0.058,0.238,0.509,0.005,0.043,0.109,0.001,0.006,0.017,0,0.002,0.006
1,3.00E-04,0,200,100,750,0.45,45,0.391,0.938,0.057,0.244,0.515,0.005,0.041,0.104,0.001,0.006,0.017,0,0.002,0.006
1,3.00E-04,0,200,100,750,0.45,90,0.391,0.938,0.02,0.076,0.155,0.004,0.029,0.07,0.001,0.006,0.015,0,0.002,0.006
1,3.00E-04,0,200,100,1000,0.45,0,0.3,0.944,0.1,0.486,1.109,0.006,0.056,0.156,0.001,0.008,0.023,0,0.003,0.008
1,3.00E-04,0,200,100,1000,0.45,45,0.3,0.944,0.101,0.492,1.109,0.006,0.054,0.151,0.001,0.008,0.023,0,0.003,0.008
1,3.00E-04,0,200,100,1000,0.45,90,0.3,0.944,0.037,0.145,0.304,0.005,0.041,0.109,0.001,0.007,0.021,0,0.003,0.007
1,3.00E-04,0,200,100,1500,0.45,0,0.174,0.951,0.178,0.977,2.416,0.007,0.071,0.208,0.001,0.01,0.029,0,0.003,0.01
1,3.00E-04,0,200,100,1500,0.45,45,0.174,0.951,0.174,0.965,2.346,0.007,0.069,0.203,0.001,0.01,0.029,0,0.003,0.01
1,3.00E-04,0,200,100,1500,0.45,90,0.174,0.951,0.068,0.299,0.657,0.006,0.058,0.164,0.001,0.009,0.028,0,0.003,0.01
1,1.00E-03,0,30,100,500,0.45,0,0.052,0.028,0.436,2.069,4.887,0.085,0.589,1.663,0.03,0.208,0.603,0.015,0.117,0.328
1,1.00E-03,0,30,100,500,0.45,45,0.052,0.028,0.455,2.097,4.888,0.096,0.655,1.837,0.031,0.233,0.684,0.015,0.123,0.361
1,1.00E-03,0,30,100,500,0.45,90,0.052,0.028,0.262,1.069,2.355,0.076,0.506,1.366,0.025,0.192,0.571,0.013,0.103,0.308
1,1.00E-03,0,30,100,750,0.45,0,0.042,0.028,0.705,3.615,8.859,0.092,0.725,2.261,0.028,0.218,0.68,0.013,0.114,0.344
1,1.00E-03,0,30,100,750,0.45,45,0.042,0.028,0.739,3.701,8.97,0.101,0.797,2.492,0.028,0.236,0.751,0.013,0.116,0.365
1,1.00E-03,0,30,100,750,0.45,90,0.042,0.028,0.495,2.173,4.943,0.084,0.664,2.039,0.024,0.201,0.658,0.011,0.099,0.321
1,1.00E-03,0,30,100,1000,0.45,0,0.036,0.028,0.937,5.177,13.08,0.092,0.782,2.593,0.026,0.212,0.691,0.011,0.106,0.335
1,1.00E-03,0,30,100,1000,0.45,45,0.036,0.028,0.996,5.386,13.459,0.098,0.846,2.838,0.025,0.224,0.748,0.011,0.105,0.346
